name	DM	vst_residual_variance
SUT004	0.0756735188014732	1.05735988152948
CUT670	0.00728498651039766	NA
YJL216C, YJL215C	0.0514130731633269	0.836253299082495
YJL212C	0.196977927138333	1.49535492188768
YJL208C	-0.0149646968461489	0.982128834723036
YJL207C	-0.023711456771448	0.897902019025415
YJL206C	-0.035839225107847	0.824441164687233
YJL205C	-0.0198519153624448	0.944274085756824
YJL204C	0.0749016913156958	1.01386940804335
YJL200C	0.210452729366325	1.72203120050051
YJL199C	-0.00676151721647256	0.906639708263623
CUT671	4.44089209850063e-16	NA
YJL196C	0.333765952826535	2.31299305776629
YJL192C	0.0155450507840287	1.01309487837847
YJL190C	-0.0612353118183324	0.775822488531096
SUT617	-0.0332029221054999	0.793031109797541
YJL187C	0.127486201090397	1.08055942947728
SUT618	-0.106873797566694	NA
YJL185C	-0.101518956031027	0.829924670779752
SUT619	-0.0101597335720238	0.940545502468999
YJL180C	-0.104382912969443	0.687877252896413
YJL178C	0.00539907854475574	0.900278617483376
SUT620	0.298998382670308	NA
YJL176C	0.0734833098851904	0.926904179001982
YJL173C	0.0900410253124843	1.25201990280433
CUT672	0.00943610398579131	0.939617611452508
CUT673	0.142515086748546	1.30927816054196
YJL171C	0.0576431756949192	1.03816334936087
YJL168C	-0.0932785847380357	0.758428204467346
YJL165C	0.111084953988973	1.23983762903101
YJL164C	0.089192514054384	1.15208065757577
YJL163C	-0.0706878482133233	0.811953095146287
YJL162C	-0.0710697600010068	0.813976036597202
SUT621	0.0290969332036557	0.831747550759683
SUT622	0.0264875942407861	1.04551736563992
YJL160C	0.262284322530264	NA
CUT674	-0.199100225932004	NA
YJL158C	0.831254543299747	7.98479393939741
YJL156C	0.00404821826714352	0.943795917908573
YJL155C	-0.105105439124208	0.747123645376733
YJL154C	-0.121769603422645	0.705758616549824
YJL153C	0.435364368348627	2.15771008863367
YJL153C_2	0.460605114939737	2.52996788096424
YJL151C	-0.0902693200083977	0.683563257314494
SUT623	-0.0178313908488507	0.951803637176536
CUT675	-0.00976983519937602	0.898062459170708
CUT676	4.44089209850063e-16	NA
snR128	-0.0482631503240899	0.756396764441738
snR190	-0.00439852553134901	NA
CUT677	0.0427357075676793	1.13149072381204
YJL147C	0.028939658860466	0.959570311110147
CUT678	-0.0459438709660007	NA
CUT679	0.304390490063173	NA
SUT624	-0.0982467073790964	0.732675293933734
YJL142C, YJL141C	0.224152323811343	1.53094500433587
YJL139C	0.034973549942668	NA
YJL139C_2	-0.0175185928603783	0.934730467905597
YJL138C	-0.0974494688315148	0.79357726624139
YJL137C	-0.121530835689419	0.827555856387036
YJL136C	-0.157189498035661	0.657827529228202
YJL133C-A	0.448767589361303	3.42065447029072
YJL131C	-0.0849423508395087	0.748488662214896
YJL130C	0.039772355257657	1.02349044073397
CUT680	-0.032454312976202	0.803433051938217
YJL129C	-0.0174454595864037	0.941232806079539
YJL128C	0.0639531140737767	1.21070999229594
YJL127C-B	0.098901877626599	1.27058246865023
YJL127C	0.0455662423180967	1.14918565846326
YJL125C	0.0517515524729256	1.11794299909028
YJL124C	-0.118298330984534	0.663526630990061
YJL123C	0.0511515449923343	0.949367978185026
YJL121C	-0.0346774044806335	0.920702368171662
YJL119C	-0.112182947591887	0.766507381456748
YJL116C	0.206728184337577	2.23127358777462
SUT625	0.100727081541532	1.48774967959289
SUT626	-0.103391951511195	0.736864343605725
YJL110C	-0.0881046181471896	0.715273487691377
YJL109C	-0.0265751496839745	0.806525555345742
YJL108C, YJL107C	0.00229035656467036	0.942252625829045
SUT627	0.118354082816587	NA
SUT628	0.0634578332247117	0.941958847702853
CUT681	NA	NA
snR37	0.044566401465144	1.01572254450499
YJL103C	0	0.910837197060372
YJL101C	-0.0160275066782934	0.989981480803765
SUT629	-0.0505052747543799	0.808665578155309
YJL094C	0.187583133444392	1.1883881450247
YJL093C	-0.111286037422227	0.807506181950374
CUT682	NA	NA
SUT630	-0.16513737619128	NA
YJL091C	-0.0794623547357474	0.862768677224198
YJL090C	-0.0980580699473665	0.65517012906622
CUT683	NA	NA
CUT684	0.442211162724975	NA
YJL087C, YJL086C	-0.0384775035421128	0.907431099004995
YJL084C	0.00592295577047741	0.955863927215594
CUT685	NA	NA
CUT686	0.0922598979526104	1.18589802119137
YJL081C	0.0172777467041164	1.01798323255111
YJL080C	0.00165401192878428	0.855433469731986
YJL079C	0.57671773892052	6.02529496852761
YJL078C	0.494599173291068	4.30060321261463
CUT687	-0.00864565520492389	1.0302972419344
YJL074C	-0.0391310477124152	1.00696163180402
YJL072C	-0.0482654199905992	0.843426260772167
YJL070C	-0.0400387502800481	1.03606038994895
YJL069C	-0.0313657934217748	0.916202526397744
YJL068C	0.0706025849177556	1.11846375260833
YJL066C	0.117422115631189	1.2601724450612
YJL065C	0.0276334011530107	0.954703654421091
YJL063C	-0.145929627860164	0.705019039676556
CUT688	NA	NA
SUT631	-0.0254001953724949	0.688366998479364
YJL058C	-0.0534824235701962	0.891386649259825
YJL057C	-0.0735795484158365	0.736229061272411
YJL056C	0.0181190328650452	0.9593334917141
CUT689	NA	NA
SUT632	0.0240297631860271	0.992878959849444
YJL048C	-0.0600766927152112	0.796033919165306
YJL047C-A, snR60	0.0556170636990518	1.05124593777311
YJL047C	-0.111790287342613	0.659066211035068
SUT633	0.0851249188208956	1.21265177147257
YJL044C	0.0811630025534922	1.02598682116227
YJL039C	-0.127678472008029	0.710944332906085
YJL038C	0.00578010187463884	1.06712642823221
YJL035C	-0.0319519910570193	0.89480079258321
YJL031C	0.0969124867704458	1.16247691251986
YJL029C	0.0430164660272623	1.08703152033658
YJL024C	-0.0113296029565658	1.00239571430227
YJL023C	0.0333901078220608	1.14598945071108
YJL020C	-0.0486499596786402	0.810491112210348
SUT634	-0.0285899144127342	0.797377448854343
YJL013C	0.0186466290868089	0.971933633823259
YJL012C	0.223258256870494	1.55205171981561
CUT690	-2.22044604925031e-15	NA
YJL011C	0.00358871997675744	0.948098515935134
YJL010C	-0.00155167740270412	0.917137609903106
YJL008C	-0.0226361889181448	0.797348082238329
YJL006C	0.0165348496660457	1.02998538442753
YJL004C	-0.0122528156335089	0.95201346330641
SUT635	0.0151649800735027	0.879879247729029
YJL002C	-0.0551829828779209	0.699248311572761
SUT636	-0.0508162212439769	0.738137996947342
YJR003C	0.073018765596524	1.20455146215598
YJR004C	0.0912971632983841	1.19469361721532
YJR005C-A	NA	NA
CUT691	0.293889890130432	NA
SUT637	0.0438480645455233	0.987109388601474
YJR009C	0.887274856224399	8.31281844054289
SUT638	-0.0440609129082512	0.779643615331642
YJR010C-A	0.0594680892890176	1.09211501373333
YJR011C	0.0606193767547089	1.22652672896375
YJR012C	0.0560130797636991	1.16390143460857
CUT692	-0.0510403856601214	0.903877830242296
YJR016C	0.21799483529603	1.49855291506383
YJR017C	-0.00688072914211985	0.893084952445084
YJR019C	-0.0599578812289238	0.872250710924065
YJR021C	0.117171885071069	1.1643214363708
YJR024C	-0.0804947704043592	0.863365134261321
YJR025C	0.209273142386091	2.08031764758593
YJR030C	0.0139753919378541	1.1155774440574
YJR031C	-0.0344612972422993	0.857897227913742
YJR033C	-0.0386226274224551	0.859115370188049
SUT639	0.0336073409865709	1.04851009717303
YJR036C	-0.093528550101732	0.743210423709162
CUT693	-0.299354798399984	NA
YJR041C	0.125007480641072	1.19277742302111
YJR043C	-0.0519990144832693	0.883130000248666
YJR044C	0.10750756317498	1.18484988853095
YJR045C	0.0862905097309824	1.06771324075972
SUT640	0.270962657949012	1.25374221018913
YJR047C	0.282272114018072	2.0471953235694
SUT641	-0.173650482621426	NA
YJR049C	-0.124390040705318	0.651298551565964
CUT694	0.0744836138220206	1.33110192016059
CUT695	-0.00542401650748769	NA
SUT642	0.0123845838516202	1.00307011950016
YJR056C	-0.0121138101152979	0.877414900625375
YJR058C	-0.0498594699527644	0.801148098822414
YJR062C	0.021536344416713	0.996524787473597
YJR065C	-0.123990142670757	0.683024427233337
YJR067C	0.118398913600275	1.1331048018606
YJR069C	0.0120344748284459	0.960145779623732
YJR070C	0.107488105331949	1.09169118493338
YJR072C	0.00512639286213207	0.959640884077729
YJR073C	0.310664956256346	2.46019346461018
YJR076C	-0.00474331529411676	0.804976196960906
YJR077C	0.0482458994745174	0.961170507000794
YJR080C	0.00269798923540708	0.943911537775069
YJR082C	-0.00441236828900268	1.00395135717702
YJR083C	-0.0804566629999	0.752167760645154
YJR085C	-0.0206101863146938	0.869654559548113
YJR088C	-0.0013777895116637	0.923893637242011
YJR090C	-0.00187992063197606	0.86878218255297
YJR091C	-0.0684938999321602	0.827232272685737
YJR093C	-0.0119044446418374	0.962524688612178
YJR094C	0.100328945027148	1.30386448829271
SUT643	0.0245218502427862	1.00577163748729
CUT696	NA	NA
CUT697	-0.00842711222005765	NA
SUT644	-0.0293669242859743	0.81386132662332
YJR098C	0.058048543523388	1.13003189762052
YJR100C	-0.111150530799338	0.769552368670477
YJR102C	0.0483953231079878	1.05123766674164
YJR104C	0.597117263967917	3.3264526965847
SUT645	0.375894038412169	2.11866083389657
SUT646	0.0807038764306783	1.10461446591679
YJR109C	0.395421978445628	3.26794415627646
YJR111C	-0.0665238865884235	0.832902427660417
YJR113C	-0.0660378905526522	0.906290466177487
SUT647	0.177183338322309	1.82240603693255
CUT698	-0.0075188783810578	1.00919296625455
SUT648	0.0791107854137366	1.38933338724323
YJR118C	0.0683059150093537	1.26956966285649
YJR119C	0.183244492771609	1.52799841709505
SUT649	-4.44089209850063e-16	NA
CUT699	0.00707276668525858	NA
YJR124C	0.0208270339144316	0.963687752147209
YJR125C	-0.102365476430899	0.696161375361017
YJR126C	-0.131725766850465	0.604178375782326
YJR127C	0.0459642030769125	1.01637072765807
YJR129C	0.158031021771375	1.18598129568138
YJR130C	-0.0493247160789111	0.823621645021861
YJR134C	-0.0725835300443163	0.811618801400785
YJR135C	-0.0198529035279448	0.830868786907029
YJR136C	-0.0279658688611448	0.805624866015889
YJR137C	0.0301812275057967	1.07632178422292
YJR139C	-0.0957264910144731	0.592229434833312
YJR140C	-0.00965276924592473	0.907596966622725
YJR143C	0.0680361533435948	1.07057029041612
YJR145C	-0.125883087390591	0.745337347552475
SUT650	-0.0372817891759096	0.964972896242161
YJR151C	0.183276194282968	NA
CUT700	-0.118494057618048	NA
SUT651	-0.152876631042184	0.732235089293314
YJL218W	0.198290347948603	1.91868059603896
YJL217W	0.227446877485255	2.07641072686528
YJL214W	0.00408980954737448	0.972502713537912
CUT196	0.025812466064169	1.32962918003225
YJL213W	0.120818830532917	1.64807975636551
SUT198	0.260313644169808	1.79493832804671
YJL210W	0.0114995813964886	1.06673703150996
YJL209W	-0.0129129221515831	0.889751601814532
SUT199	0.0374182820079412	0.838233108783233
YJL203W	-0.0820233891605311	0.825757376641303
YJL201W	-0.0646101600475696	0.858958542607557
YJL198W	-0.0825619873338365	0.791538116753033
YJL197W	0.150242855064943	1.28881775120247
SUT200	0.034586323322686	1.03535208047874
YJL194W	0.244827478626934	2.53306091248594
YJL193W	-0.112636912042573	0.649427276948261
YJL191W	0.0489220703741331	1.04518810065599
YJL189W	0.157483710199968	1.79144614538023
SUT201	0.00165306811013699	0.796546108612295
YJL186W	-0.0122130892671861	0.905242123522284
YJL184W	-0.0280872111645121	0.987722880116873
YJL183W	0.0902216991366038	1.0871412778631
YJL181W	-0.0813858776617291	0.849921283796742
YJL179W	0.00774879047524619	0.90958421064879
YJL177W	-0.127736542426667	0.759315304727304
YJL174W	-0.158799476105504	0.628887336545756
YJL172W	0.166521363287288	1.38961316226583
SUT202	0.103044874524935	1.55153448234376
YJL167W	-0.0515379116004302	0.68500114473653
YJL166W	0.0268331334171951	0.921808723415279
CUT197	0.00714451942561856	0.875437861388489
SUT203	-0.0127352293901681	1.09732112122066
CUT198	0.105562717676489	1.00791021556792
YJL161W	0.0145531208600331	1.01768902605351
CUT199	0.293889890130434	NA
YJL159W	1.39072043205929	28.516767024591
SUT204	0.100181104293079	1.10030836575138
CUT200	-0.0115350979416093	NA
CUT201	NA	NA
YJL150W, YJL149W	0.00555581008350203	0.881930871926733
YJL148W	0.0206960609649695	0.815585141458177
CUT202	-1.33226762955019e-15	NA
CUT203	0.0228463094044962	0.931035074333341
YJL146W	-0.0367504516848776	0.845658958418122
YJL145W	-0.0368126534712936	0.79328062405158
YJL144W	0.36743586329433	3.03406263641577
YJL143W	-0.209847505678827	0.503737347608469
YJL140W	-0.0816554580804105	0.789326041258456
CUT204	0.025771088781672	0.844759698116779
YJL135W, YJL134W	0.0643254460093241	1.09033036898091
YJL133W	-0.0336609850272775	0.988355550056164
YJL132W	0.126969643418352	1.41865246542895
SUT205	-0.0592605897064399	0.75118374757824
CUT205	NA	NA
CUT206	NA	NA
YJL126W	0.00701711346407896	0.928781435658823
CUT207	-0.00991657179722338	NA
YJL122W	0.074667860540541	1.02472891061096
YJL118W	-0.0348153839344935	0.935956902616484
YJL117W	0.124434063527522	1.18875391017899
SUT206	-0.075152648787812	0.863676065263779
YJL115W	0.304760653115295	2.73972533334531
tD(GUC)J1	-0.0117880109007413	0.910578148506582
YJL112W	-0.171124648518926	0.601483215708599
YJL111W	-0.186919697599066	0.56092080357074
CUT208	0	NA
SUT207	-0.000964988394708044	NA
YJL106W	-0.0492337859208036	0.77428978912263
YJL105W	-0.273335816846635	NA
YJL104W	0	0.926953882400373
YJL102W	0.0864972761403084	1.04161148224372
YJL100W	-0.0797698245767821	0.748197930232117
YJL099W	-0.156164818860679	0.676797222790558
YJL098W	0.119727965060479	1.29377621440368
YJL097W	-0.0211890856682012	0.87001114689392
YJL096W	0.0479533845703978	1.06990679148294
YJL095W	0.0436307179011044	1.05097738662171
YJL092W	0.0109403091910377	0.886110372987099
SUT208	NA	NA
YJL089W	0	NA
YJL088W	0.353607606364763	2.12286342742052
YJL085W	-0.0271458910638521	0.869688005406878
YJL083W	-0.0552578892523781	0.790480865182323
YJL082W	0.140235860612548	0.980035231161207
SUT209	-0.0260061521233002	0.843140193035706
YJL077W-B, YJL077W-A	0.0627714162197783	1.10807460820215
YJL076W	0.0242422200521517	1.131011824693
YJL073W	-0.0280579445651514	0.944659460951624
YJL071W	-0.0415580697251956	0.742781160649884
YJL062W-A	-0.0483731044268093	0.753081152227739
YJL062W	-0.0905653250761539	0.774579799217468
YJL061W	-0.0375188619604343	0.862317124770529
YJL060W	0.135020410703092	1.32645881018598
YJL059W	0.00779762963633124	1.02775597995895
YJL055W	0.0837826047765125	0.99966279105071
YJL054W	-0.04845164089524	0.781275006738957
YJL053W	0.155088155782786	0.966484392665237
CUT209	0.0774775717380041	1.29008405595292
CUT210	0.0870901715858963	1.13809362921443
YJL052W	0.781760114409833	3.70785673494942
YJL051W	0.113587494657412	1.33145295824873
YJL050W	-0.0891926439838244	0.787666612063813
YJL049W	-0.038220077352268	0.909712872292916
CUT211	0	NA
YJL046W	0.0412851076686443	0.980684867038076
YJL045W	0.0168403141150821	0.743672636930251
YJL043W	0.0264837911245734	NA
YJL042W	-0.145790260676239	0.679335588847073
YJL041W	-0.0077867455143116	0.971085181475521
SUT210	-0.0893985415785199	0.82130022867909
YJL037W	0.0519554114387324	1.12156265398929
YJL036W	-0.153193067156933	0.675379923140706
YJL034W	0.172466709530858	1.25238619892164
YJL033W	-0.0155743720039453	0.953513505271774
YJL030W	0.0374387752800649	1.23298490008368
YJL026W	0.217703107640101	1.48733847734531
YJL025W	-0.100100942627878	0.761200080784375
YJL022W	-0.0306308125597656	NA
CUT212	NA	NA
YJL019W, YJL016W	-0.143746887618429	0.717705161997364
YJL014W	-0.208081196147284	0.478769581642869
CUT213	8.88178419700125e-16	NA
SUT211	-0.0693756448891445	0.729107940005734
YJLWtau4, YJLWdelta10	0.0229791454599357	0.997419028961299
YJL005W	0.0628609486225316	1.22024748957055
YJL003W	0.0562485720022278	1.15087488445863
SUT212	-0.0200861677232922	0.898265618143304
YJL001W	0.0360639227624284	0.997124769902468
YJR001W	0.00222393691746478	0.947244016110398
YJR002W	0.0380168203816095	0.925771409489067
YJR005W	-0.0861030668292501	0.852056926803141
YJR006W	-0.00239122409317098	0.973024825752688
YJR007W	-0.0825008225931065	0.721518608676141
YJR008W	-0.000162328436958625	1.08763230644239
YJR010W	0.212335213742498	1.67954157025566
SUT213	-0.0278661371213244	0.976726548619867
CUT214	-0.0306905435688567	0.787512255769941
SUT214	-0.0393044018171458	0.841913320951995
YJR013W	-0.0388088368771558	0.837880076572802
YJR014W	-0.0660412576973498	0.727420009655878
YJR015W	0.0519720393233147	1.02008730676908
YJR018W, YJR020W	0.0148907383500569	1.00521219833832
YJR022W	-0.0969042403511657	0.770498116141647
CUT215	NA	NA
YJR032W	-0.0602523186078333	0.804217998240302
YJR034W	-0.0179922016452148	0.849669282949385
YJR035W	-0.114034936516673	0.760422978710019
YJR039W	0.00863357902009265	0.974865451495475
YJR040W	-0.012070674795893	0.889805813228225
YJR042W	-0.150179766848502	0.67393463085948
YJR046W	0.0748517492960595	0.991758468244058
SUT215	-0.0325388046319067	0.855845904749258
YJR048W	0.0853438274010285	1.35597641590919
YJR050W	0.040475990689685	1.00551440079298
YJR051W	0.00708851115714632	0.946587186292034
YJR052W	-0.0390424559997276	0.894905382653619
YJR053W	-0.0372542105720687	0.831039355031328
YJR054W	-0.0171079953029927	0.942659427282526
YJR055W	-0.0260263100861627	0.883780420689977
YJR057W	-0.049421221964319	0.8876406727426
YJR059W	-0.0419414713484209	0.85776241914916
YJR060W	-0.0349348311972672	0.867441574910367
YJR061W	-0.0662753946450638	0.754624904360702
YJR063W	0.0111265432337416	0.914917416912085
YJR064W	-0.165335802153318	0.550859084637451
YJR066W	0.124640751245164	1.29259588011977
YJR068W	0.0532299105792514	1.00587650625596
YJR074W	0.0584354401588512	1.04418585570675
YJR075W	0.00968340682608537	0.95916832549416
YJR078W, YJR079W	0.0100400481628832	0.967418895122726
CUT216	0.0680389006886686	1.18770025575308
YJR084W	-0.0342385646486417	0.904192193801939
CUT217	-0.0100546244316495	0.945791692061952
YJR089W	-0.0194640442498022	0.993425395957423
YJR092W	0.066208556634051	1.12322707748513
CUT218	2.22044604925031e-15	NA
YJR094W-A	-0.120781228251639	0.700005051372765
SUT216	-0.150354907079088	NA
YJR095W	0.0445863512239419	1.10869485281137
YJR096W	-0.0483407787667125	0.967794540565997
YJR097W	0.0170124697709443	0.965992024247064
CUT219	NA	NA
YJR099W	-0.00142488017877645	0.950304940797849
YJR101W	-0.0573598289204911	0.809145386393828
YJR103W	-0.0374663166204521	0.768511137913034
SUT217	-0.0792659357578597	0.769816313216328
YJR105W	0	0.846849421504381
YJR106W, YJR107W	0.0577983681612129	1.02058738487029
YJR108W	-0.000202037018192658	0.950632522671007
YJR110W	-0.0855992345551906	0.737755567920645
YJR112W	-0.0485225169199143	0.90027116001109
YJR112W-A	-0.0384323623320179	0.883683183126445
YJR115W, YJR116W	0.016732997900981	0.911752745060076
YJR117W	-0.00878337743850832	0.782063026799274
CUT220	0.142463402708316	NA
YJR120W, YJR121W	0.0600444271285909	0.949945619931838
YJR122W	-0.115580799149109	0.705262598201623
YJR123W	-0.219080089985633	1.21284814713242
snR3	0.0209438527089025	1.06994450562848
CUT221	NA	NA
CUT222	NA	NA
CUT223	NA	NA
YJR131W	0.050990033558441	1.04861626583302
YJR132W	0.0279839933881127	1.10963633764749
YJR133W	0.0243299023768669	1.05735028135752
YJR135W-A	-0.0738532957320898	0.748501836090673
YJR138W	0.0141323242443275	1.01641963848331
YJR141W	0.0229534626109181	0.872777234648458
YJR142W	0.0823560947918957	1.0689747842022
YJR144W	0.029366805226466	1.08184442451591
YJR146W, YJR147W	0.0996563040957115	1.31627005234453
YJR148W	0.360439687671214	2.74096848455751
YJR149W	0.0779173767595946	1.16478802595765
YJR152W	0.105651349170659	1.25700371833643
YJR153W	0.076800342585325	1.19505710199711
YKL222C	0.0687043775044249	1.13396070089825
SUT652	-0.0281054174246045	NA
YKL220C	0.03037872788011	1.03883388009184
SUT653	0.0984692129436797	NA
SUT654	0	NA
YKL218C	0.0138669701069631	1.05358698192317
SUT655	-0.0376132372516149	0.914497801578016
SUT656	0.00263149539974905	NA
SUT657	0.0239204010891507	0.858109813138267
SUT658	0.0414370519497154	NA
CUT701	0.114421256557234	1.16252242184714
YKL215C	-0.0339840475212853	0.918413328900884
YKL214C	0.104297127195537	1.23233987243493
YKL213C	-0.0649303720636369	0.890668965568051
YKL211C	0.0242878225756019	0.971794031860218
CUT702	-0.0029327238377983	0.806586491442493
YKL209C	0.154952584064968	1.45124028731876
YKL206C	-0.0772240303128253	0.828968013589227
YKL203C	-0.0139615672231575	0.931665542378524
YKL201C	-0.146939095249155	0.603621548906232
YKL198C	-0.00338262118850252	0.983307101357161
YKL197C	-0.0933155027390746	0.735277176016934
YKL196C	-0.0215144736380318	0.809082948394353
YKL194C	-0.0938256825163779	0.732723956537682
YKL193C	-0.0706555984273966	0.697734949465869
YKL192C	0.0243241478909287	0.843472460113058
YKL188C	0.187134691240032	1.52844154088451
YKL188C_2	0.252047560439871	NA
YKL187C	0.0112359984040803	1.06700247559645
YKL187C_2	-0.00545401505645782	1.06638693981687
YKL186C	0.0225480165946054	0.989153942376196
CUT703	-0.067213405806821	0.666505732349204
CUT704	-0.0253554477772333	0.809215552458691
YKL179C	-0.0220634257177378	0.778459161293659
YKL178C	0.0955770164308327	1.44509370473081
YKL176C	-0.00312502684429428	0.860987929695022
YKL174C	-0.0866934882202263	0.786719847900821
SUT659	-0.0784741924958967	0.641511966537376
YKL169C, YKL168C	0.0475103327042552	0.968596084485458
YKL167C	0.0358775509912333	1.09410151436801
YKL166C, YKL165C-A	0.0107042238148222	1.04373078641438
YKL165C-A	0.0558631009055928	1.04151145721877
YKL165C	-0.118688774434873	0.631321236098838
tE(UUC)K	0.00922129725526744	NA
YKL164C	1.74384700167334	14.6186314656429
SUT660	NA	NA
YKL162C-A	0.0487097798266909	0.915379714045111
YKL162C	-0.0386429252240176	0.781417569946528
YKL161C	-0.127132494354116	0.727793288493553
SUT661	-0.0390082941146557	0.990523854341548
YKL159C	0.124710113079319	1.32945069405551
CUT705	-0.163346570047447	NA
YKL155C	-0.0291936147130311	0.743740297956537
YKL152C	0.356844387981928	2.66585663933922
CUT706	0.0133515800124688	0.883562989279389
YKL151C	-0.0346094550943845	0.85653384718108
YKL149C	-0.0117155444420498	0.943622330874054
YKL148C	-0.00392522297104003	0.942366861156073
YKL144C	0.0576131941858605	1.00608099416507
SUT662	0.0737313189917791	1.09235934705971
YKL138C-A	0.0207397622924449	1.00410587256843
YKL138C	-0.0894723481776373	0.79271767889414
YKL135C	0	0.99193022755692
YKL134C	-0.047754459926916	0.788273057341531
YKL133C	0.0450155309017586	1.10415703107207
YKL132C	0.0647183755806199	1.09531818271142
YKL130C	0.0550007859436233	1.09115433320896
YKL129C	0.131800855346127	1.05914433360914
YKL128C	0.00135387776793494	0.977846277505311
SUT663	0.0149843233209934	1.09559176527072
YKL122C	0.103321610133491	1.26487164505771
YKL119C	-0.0643233583463274	0.770812573796593
YKL116C, YKL115C	-0.0473871194490963	0.864767892423885
YKL115C, YKL114C	-0.0123568300555919	0.913555522450353
YKL113C	0.0981358864581318	1.12211937814086
YKL111C, YKL110C	-0.0857534742470839	0.750909268545547
CUT707	0.0739558212194521	1.10627999964838
YKL106C-A	-0.00550728240116993	0.896186198045039
YKL105C	0.126359721851509	0.976757762415589
YKL104C	0.0139425290414887	0.912224876125336
YKL103C	0.0992256008859051	1.34141757002565
YKL100C	0.117328760550789	1.29558453105282
YKL099C	-0.0120934258949131	1.0229054555565
CUT708	NA	NA
