ensembl_gene_id	external_gene_name	stressType	hog1Dependency	Broad_conservation	CAI	Co.expression_degree	cpb	Disorder	DM	dN.dS	Expression_level	Expression_variation	gc_CDS	gc_UTR3	gc_UTR5	halfLife	length_CDS	length_UTR3	length_UTR5	LLR	Multifunctionality	Nc	nTf	Num_of_domains	Num_of_unique_domains	Observed_GI_degree	PARS_CDS	PARS_UTR3	PARS_UTR5	PPI_degree	SM_fitness_defect	vst_residual_variance	Yeast_conservation
Q0085	ATP6	unresponsive	unresponsive	31	0.229	4	-0.0134940384695845	0.0154	NA	NA	NA	NA	0.237179487179487	0.140350877192982	0.152960526315789	NA	780	228	608	-15.499	NA	NA	8	NA	NA	NA	NA	NA	NA	1	NA	NA	6
Q0092		unresponsive	unresponsive	NA	NA	NA	-0.00495487070887295	NA	NA	NA	NA	NA	0.156028368794326	NA	NA	NA	141	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q0105	COB	unresponsive	unresponsive	28	0.254	13	-0.0146962356526854	0.026	NA	NA	NA	NA	0.27720207253886	0	NA	NA	1158	7	NA	-11.611	NA	NA	6	NA	NA	NA	NA	NA	NA	0	NA	NA	6
Q0110	BI2	unresponsive	unresponsive	1	0.214	1	-0.0236918282151275	0.0165	NA	NA	NA	NA	0.202830188679245	NA	NA	NA	1272	NA	NA	-8.138	NA	NA	7	NA	NA	NA	NA	NA	NA	1	NA	NA	2
Q0115	BI3	unresponsive	unresponsive	NA	0.208	1	-0.0145363642502712	0.0309	NA	NA	NA	NA	0.18983268983269	NA	NA	NA	1554	NA	NA	-7.039	NA	NA	10	NA	NA	NA	NA	NA	NA	0	NA	NA	1
Q0120	BI4	unresponsive	unresponsive	0	0.221	4	-0.0215306393958356	0.0611	NA	NA	NA	NA	0.226917057902973	NA	NA	NA	1917	NA	NA	-3.658	NA	NA	9	NA	NA	NA	NA	NA	NA	0	NA	NA	1
Q0130	OLI1	unresponsive	unresponsive	51	0.278	2	-0.0421055815377062	0.0658	NA	NA	NA	NA	0.333333333333333	0.0163934426229508	0.0416666666666667	NA	231	61	48	-24.467	NA	NA	5	NA	NA	NA	NA	NA	NA	0	NA	NA	8
Q0140	VAR1	unresponsive	unresponsive	NA	0.153	4	-0.0286451122712976	0.0678	NA	NA	NA	NA	0.10359231411863	NA	NA	NA	1197	NA	NA	35.421	NA	NA	5	NA	NA	NA	NA	NA	NA	0	NA	NA	4
Q0142		unresponsive	unresponsive	NA	NA	NA	-0.0305154719271696	NA	NA	NA	NA	NA	0.19774011299435	NA	NA	NA	177	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q0143		unresponsive	unresponsive	NA	NA	NA	-0.0147280905767715	NA	NA	NA	NA	NA	0.228758169934641	NA	NA	NA	153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q0144		unresponsive	unresponsive	NA	NA	NA	-0.0205168860494292	NA	NA	NA	NA	NA	0.0818181818181818	NA	NA	NA	330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q0160	SCEI	unresponsive	unresponsive	1	0.192	2	-0.0244384093002899	0.0468	NA	NA	NA	NA	0.201977401129944	NA	NA	NA	708	NA	NA	-14.082	NA	NA	2	NA	NA	NA	NA	NA	NA	0	NA	NA	1
Q0182		unresponsive	unresponsive	NA	NA	NA	-0.0612603820271378	NA	NA	NA	NA	NA	0.261728395061728	NA	NA	NA	405	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q0250	COX2	unresponsive	unresponsive	27	0.261	13	0.00581274274788316	0.004	NA	NA	NA	NA	0.267195767195767	NA	NA	NA	756	NA	NA	-21.731	NA	NA	8	NA	NA	NA	NA	NA	NA	1	NA	NA	6
Q0255		unresponsive	unresponsive	NA	0.184	0	-0.0353227765155381	0.0106	NA	NA	NA	NA	0.153629316420014	NA	NA	NA	1419	NA	NA	5.346	NA	NA	5	NA	NA	NA	NA	NA	NA	0	NA	NA	2
Q0275	COX3	unresponsive	unresponsive	29	0.241	10	-0.0103466722965311	0.1115	NA	NA	NA	NA	0.3	0.107692307692308	0.0151515151515152	NA	810	65	66	-13.101	NA	NA	11	NA	NA	NA	NA	NA	NA	0	NA	NA	5
Q0297		unresponsive	unresponsive	NA	NA	NA	-0.0437531943891303	NA	NA	NA	NA	NA	0.448717948717949	NA	NA	NA	156	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAL001C	TFC3	unresponsive	unresponsive	0	0.217	60	0.00203408270916286	0.1707	0.0462624174246353	0.1134	0.3	0.5654	0.371231696813092	0.203125	0.45	2.9329336745	3483	64	20	-12.458	3	52.5	19	1	1	NA	NA	NA	NA	14	NA	1.06035293880006	23
YAL002W	VPS8	unresponsive	unresponsive	55	0.219	66	0.00947403052765321	0.1177	0.166558735070508	0.1195	0.2	0.4408	0.371764705882353	NA	NA	2.069868605	3825	NA	NA	-12.012	16	50.9	14	1	1	104	NA	NA	NA	4	0.302	1.21679265587212	23
YAL003W	EFB1	downregulated	downregulated_Hog1_independent	79	0.771	690	0.0464337516818765	0.2476	0.0275001221457682	NA	19.1	0.6392	0.446054750402576	0.242857142857143	0.230769230769231	10.5465680765	621	210	13	-22.263	6	26.7	44	2	2	NA	1.21717552334944	0.303319047619048	-0.715384615384615	3	NA	1.6589500184247	20
YAL004W		upregulated	upregulated_Hog1_independent	NA	NA	NA	0.0112468874391483	NA	NA	NA	NA	NA	0.449074074074074	NA	NA	NA	648	NA	NA	NA	NA	NA	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAL005C	SSA1	upregulated	upregulated_Hog1_independent	70	0.723	135	0.0562831769001377	0.1262	0.62918183764397	0.0116	13.4	0.6251	0.440642820114049	0.291338582677165	0.234375	11.576452605	1929	127	64	-15.29	24	28.3	51	1	1	22	1.00350777604977	-0.125212598425197	0.66046875	7	-0.024	4.44449632494023	13
YAL007C	ERP2	unresponsive	unresponsive	45	0.3	362	0.0331302763700687	0.1163	-0.0438919101269408	0.0802	2.2	0.3942	0.37037037037037	0.285714285714286	0.382352941176471	7.5718858285	648	126	68	-23.867	9	49.5	27	1	1	9	0.494137345679012	-0.0358730158730159	0.536045588235294	44	-0.035	0.853594862357643	23
YAL008W	FUN14	unresponsive	unresponsive	0	0.22	603	0.00815312260974663	0.1313	-0.0449346532932914	0.1831	1.2	0.4773	0.388609715242881	0.276119402985075	0.338028169014085	6.626649477	597	134	71	-12.304	6	51.7	12	1	1	7	NA	NA	NA	3	-0.025	0.858775804966819	23
YAL009W	SPO7	unresponsive	unresponsive	2	0.218	29	0.0161169278836222	0.2548	-0.10717535750795	0.0694	0.6	0.3691	0.414102564102564	0.304347826086957	0.384615384615385	4.370528287	780	115	26	-16.889	10	58.2	13	1	1	NA	0.0695653846153846	0.0320869565217391	-0.191923076923077	1	NA	0.69310020765751	23
YAL010C	MDM10	unresponsive	unresponsive	7	0.191	72	0.0207469471967504	0.1805	-0.0343170232456453	0.0957	0.3	0.4751	0.367071524966262	0.24	0.45	3.6371255985	1482	100	20	-8.946	12	50.6	22	1	1	125	NA	NA	NA	0	0.324	0.926764061212454	23
YAL011W	SWC3	unresponsive	unresponsive	1	0.25	79	0.0219044753711427	0.544	0.0682992717558975	0.1152	0.4	0.4273	0.415867944621938	0.26	NA	1.20265666	1878	100	NA	-18.035	12	53.6	16	NA	NA	119	NA	NA	NA	11	0.043	1.18862848780055	19
YAL012W	CYS3	unresponsive	unresponsive	74	0.47	179	0.0431124396634073	0.033	0.120302240851572	0.0181	8.9	0.6031	0.486919831223629	0.366336633663366	0.318181818181818	9.8088857745	1185	101	66	-4.009	14	35	50	1	1	NA	1.06555021097046	0.528910891089109	1.20757575757576	3	NA	1.38714016162544	20
YAL013W	DEP1	unresponsive	unresponsive	0	0.224	61	0.0328737678577678	0.469	-0.0538708355723416	0.0539	0.6	0.4023	0.514778325123153	0.30952380952381	0.606060606060606	4.518033662	1218	42	33	-23.586	12	52.4	22	1	1	150	0.138028503562945	0.0254761904761905	0.294545454545455	7	0.119	0.938054316917482	21
YAL014C	SYN8	unresponsive	unresponsive	1	0.201	101	0.0229491891801076	0.4667	-0.139502879504138	NA	1.1	0.3609	0.44921875	0.253623188405797	0.477272727272727	4.4773756435	768	138	44	0.514	8	54.6	29	1	1	14	0.481953125	0.00304347826086957	0.747727272727273	1	-0.049	0.72029446023631	23
YAL015C	NTG1	unresponsive	unresponsive	34	0.211	259	0.0266735985146925	0.188	-0.0910260909805052	0.1074	0.7	0.3472	0.434166666666667	0.252173913043478	NA	7.3483766275	1200	115	NA	-22.24	1	57.1	18	2	2	4	0.0905083333333333	0.0117391304347826	NA	0	-0.046	0.801600593579075	23
YAL016C-A		unresponsive	unresponsive	NA	NA	NA	-0.011069613224514	NA	NA	NA	NA	NA	0.40952380952381	NA	NA	5.856233521	315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAL016C-B		unresponsive	unresponsive	NA	NA	NA	0.00755763478607768	NA	NA	NA	NA	NA	0.258064516129032	0.391941391941392	0.4	NA	186	273	5	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAL016W	TPD3	unresponsive	unresponsive	84	0.237	385	0.0222783502564658	0.0268	-0.0585604029298017	0.0376	3.3	0.3883	0.382599580712788	0.214285714285714	NA	4.48273572	1908	70	NA	-22.761	14	46.1	17	1	1	NA	0.322003668763103	0.230571428571429	NA	31	NA	0.793246019507831	23
YAL017W	PSK1	upregulated	upregulated_Hog1_independent	9	0.203	500	0.0155599847851587	0.4115	-0.100419406629945	0.0651	0.4	0.4537	0.388847948906902	0.253968253968254	0.328804347826087	4.1054839945	4071	189	368	-2.516	11	52.8	17	1	1	15	NA	NA	NA	9	-0.022	0.698125760108497	23
YAL018C	LDS1	unresponsive	unresponsive	2	0.214	15	0.033911957050323	0.0831	NA	0.1245	NA	0.5648	0.378323108384458	NA	NA	NA	978	NA	NA	-15.098	5	50.7	30	NA	NA	24	NA	NA	NA	0	0.022	NA	18
YAL019W	FUN30	downregulated	downregulated_Hog1_independent	58	0.235	654	0.0254741961943137	0.527	NA	0.0519	0.9	0.4212	0.405771495877503	0.145161290322581	0.375	3.0503181665	3396	62	104	-11.529	14	51.9	17	2	2	51	NA	NA	NA	7	0.058	NA	23
YAL019W-A		unresponsive	unresponsive	NA	NA	NA	-0.00491387124063112	NA	-0.0193978371693729	NA	NA	NA	0.514035087719298	NA	NA	6.022289763	570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.869171281430074	NA
YAL020C	ATS1	unresponsive	unresponsive	31	0.152	22	0.0296904948656512	0	-0.0146977819297775	0.2173	0.7	0.4794	0.55189620758483	0.333333333333333	NA	8.955956888	1002	51	NA	-13.48	7	54.9	12	2	1	27	0.173435129740519	-0.13921568627451	NA	3	0.04	0.897027781102793	22
YAL021C	CCR4	unresponsive	unresponsive	55	0.246	66	0.0372228425812973	0.1661	-0.0267197863612078	0.0429	1.3	0.3616	0.456642800318218	0.362445414847162	0.525	4.121265223	2514	229	40	32.98	24	57.1	16	2	2	NA	0.515312251392204	0.0941048034934498	0.5214	16	NA	0.960811301546585	23
YAL022C	FUN26	unresponsive	unresponsive	70	0.219	46	0.0278255384170781	0.1915	-0.0453745894894554	0.0351	0.9	0.4001	0.458172458172458	0.384615384615385	0.382352941176471	4.581974329	1554	39	34	-11.162	7	56.5	43	1	1	5	0.491672458172458	0.0382051282051282	-0.464705882352941	0	-0.01	0.819851530634426	20
YAL023C	PMT2	unresponsive	unresponsive	42	0.316	272	0.0225649392068138	0.1568	-0.114594065402369	0.0605	2.7	0.4676	0.445614035087719	0.254545454545455	0.482352941176471	5.546738993	2280	110	85	-5.322	9	45.8	23	2	2	43	0.840644780701754	0.312454545454545	0.693364705882353	3	-0.07	0.678828382852439	23
YAL024C	LTE1	unresponsive	unresponsive	18	0.205	75	0.00258411038612392	0.3645	-0.0641373461829937	0.0881	0.2	0.4443	0.370705663881151	0.31496062992126	0.442622950819672	1.8599987375	4308	127	61	2.238	19	51.5	13	2	2	104	NA	NA	NA	4	0.046	0.84893103687954	20
YAL025C	MAK16	downregulated	downregulated_Hog1_independent	78	0.279	951	0.0249459627069965	0.317	-0.0131539093303783	0.0394	2.5	0.7738	0.422366992399566	0.303030303030303	0.416666666666667	2.370207464	921	165	24	-14.945	13	49.1	44	2	2	NA	0.347578718783931	0.325636363636364	-0.492083333333333	0	NA	0.96580404876675	23
YAL026C	DRS2	unresponsive	unresponsive	81	0.284	70	0.0191350885601299	0.2347	NA	0.0373	0.7	0.4619	0.375860373647984	0.236220472440945	0.413793103448276	3.9462655155	4068	127	87	-6.711	23	47.2	15	2	2	NA	0.200101524090462	0.0140944881889764	0.000114942528735634	13	NA	NA	23
YAL026C-A		unresponsive	unresponsive	NA	NA	NA	0.0333615592757418	NA	-0.015437445032285	NA	NA	NA	0.333333333333333	NA	NA	5.0580978445	438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.879554643689383	NA
YAL027W	SAW1	unresponsive	unresponsive	0	0.232	89	0.0154486201642306	0.1379	-0.00471499320304464	0.1202	0.6	0.2929	0.384223918575064	0.233644859813084	NA	2.5374758215	786	107	NA	-20.173	5	54.6	16	1	1	7	NA	NA	NA	19	-0.003	0.923544511475414	15
YAL028W	FRT2	upregulated	upregulated_Hog1_independent	0	0.198	586	0.0260764734453982	0.5644	0.0426888761830442	0.183	0.2	0.442	0.425330812854442	0.206896551724138	0.36036036036036	NA	1587	58	111	-4.253	5	57.1	31	1	1	17	NA	NA	NA	2	0.001	0.934659943245015	10
YAL029C	MYO4	unresponsive	unresponsive	15	0.247	190	0.0211231056376115	0.1693	0.00493040823011036	NA	1	0.392	0.371603260869565	0.257142857142857	0.3125	2.923726613	4416	35	48	-14.269	26	52	18	3	3	NA	0.191551856884058	-0.0822857142857143	0.0402083333333333	16	-0.04	0.939866401198462	23
YAL030W	SNC1	unresponsive	unresponsive	34	0.282	544	-0.0167061648655144	0.4274	0.0543115620624181	NA	1.6	0.3026	0.423728813559322	0.295238095238095	0.478260869565217	10.0076967365	354	105	23	-25.689	12	53.3	18	1	1	6	0.00918079096045199	0.0762857142857143	-0.693913043478261	0	-0.031	1.09237610148366	23
YAL031C	GIP4	unresponsive	unresponsive	0	0.223	76	0.0304683245689864	0.4329	0.00160831525741911	0.1104	0.4	0.4562	0.400788436268068	NA	NA	2.683689739	2283	NA	NA	1.943	5	54.1	13	NA	NA	9	NA	NA	NA	2	-0.042	1.10892228989095	19
YAL031W-A		unresponsive	unresponsive	NA	NA	NA	-0.0125070057250962	NA	NA	NA	NA	NA	0.398058252427184	NA	NA	2.531041951	309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAL032C	PRP45	unresponsive	unresponsive	74	0.247	91	0.0168900675820828	0.628	-0.121283145208495	0.1081	0.1	0.3385	0.452631578947368	0.470588235294118	0.514285714285714	2.8943553505	1140	34	35	-14.763	11	58.7	19	1	1	NA	0.026259649122807	-0.0405882352941176	0.139428571428571	24	NA	0.639021109430631	23
YAL033W	POP5	unresponsive	unresponsive	30	0.191	550	0.0303953344451238	0.237	0.0308834159449626	0.1022	1.2	0.4404	0.415708812260536	0.216216216216216	0.294117647058824	5.9694951465	522	74	17	-25.636	12	61	27	1	1	NA	0.308358237547893	-0.238918918918919	0.0629411764705882	5	NA	1.13169849442743	22
YAL034C	FUN19	upregulated	upregulated_Hog1_dependent	3	0.203	707	0.0150096851640454	0.4407	-0.0382253670444521	0.1279	0.2	0.5854	0.421900161030596	0.274193548387097	0.428571428571429	1.54082241	1242	124	98	15.423	3	57.2	27	1	1	10	NA	NA	NA	4	-0.004	0.916428684103097	23
YAL034C-B		unresponsive	unresponsive	NA	NA	NA	0.0152472983734518	NA	NA	NA	NA	NA	0.34180790960452	NA	NA	NA	354	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAL034W-A	MTW1	unresponsive	unresponsive	6	0.18	107	0.0416184106932596	NA	-0.0139985218582424	0.1343	NA	0.5021	0.385057471264368	0.255555555555556	NA	2.295949968	870	90	NA	-29.031	14	55.8	25	NA	NA	NA	NA	NA	NA	3	NA	0.958676548836443	23
YAL035W	FUN12	downregulated	downregulated_Hog1_independent	80	0.406	853	0.0232245755449888	0.3852	-0.18222875218007	0.0877	NA	0.5711	0.413094051179794	0.298076923076923	0.380952380952381	8.7484282525	3009	104	21	-14.845	8	40.8	15	3	3	NA	0.295265536723164	0.0239423076923077	0.53047619047619	32	NA	0.719648488384351	23
YAL036C	RBG1	downregulated	downregulated_Hog1_independent	82	0.27	954	0.0431811573417849	0.0759	0.0732030958748222	0.0175	3.9	0.655	0.436936936936937	0.251497005988024	0.35	5.4404560915	1110	167	20	-21.221	7	43.1	34	2	2	18	0.403561261261261	-0.133167065868263	-1.117	10	0.001	1.10904604987538	23
YAL037C-A		unresponsive	unresponsive	NA	0.266	0	-0.0300665986846146	NA	NA	NA	NA	NA	0.32258064516129	0.146341463414634	0.5	NA	93	41	4	NA	3	37.2	7	NA	NA	NA	NA	NA	NA	0	NA	NA	1
YAL037C-B		unresponsive	unresponsive	NA	NA	NA	0.0104828570648699	NA	NA	NA	NA	NA	0.462564102564103	0.5	NA	25.98581755	975	76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAL037W		unresponsive	unresponsive	NA	0.184	0	0.00233727713386865	0.0974	-0.0916565534942201	0.2097	0.2	0.3674	0.391791044776119	NA	NA	1.7079660145	804	NA	NA	-10.277	3	52.8	28	NA	NA	5	NA	NA	NA	0	0.014	0.783926611143508	17
YAL038W	CDC19	unresponsive	unresponsive	74	0.896	355	0.0567945136567718	0.022	-0.13240856983984	0.0959	50.4	0.5039	0.461743180306055	0.162650602409639	0.275862068965517	26.23737392	1503	166	29	-19.81	14	24.9	48	2	2	NA	1.4790129740519	-0.0691566265060241	-0.975896551724138	21	NA	1.01755965666508	23
YAL039C	CYC3	unresponsive	unresponsive	63	0.236	311	-0.00892310755852671	0.4015	0.127850721118029	0.0734	1.8	0.4748	0.530864197530864	0.405405405405405	0.34	7.22953701	810	37	50	-8.554	10	59.6	37	1	1	NA	0.232	-0.0116216216216216	0.19	1	NA	1.49825378598985	23
YAL040C	CLN3	unresponsive	unresponsive	5	0.284	49	0.025264883763418	0.2517	0.187980097022195	0.1236	1.1	0.4627	0.410786001147447	0.272727272727273	0.410658307210031	1.094797851	1743	11	319	0.521	16	49.4	49	1	1	29	0.352122776821572	0	0.262539184952978	1	0.033	1.68572243241553	17
YAL041W	CDC24	unresponsive	unresponsive	27	0.219	202	0.0198748184579466	0.3923	-0.0231280517934863	0.0492	0.4	0.2994	0.389083820662768	0.189655172413793	0.454545454545455	2.0567365	2565	58	88	7.49	21	53.8	17	3	3	NA	0.230194931773879	-0.00879310344827586	0.229886363636364	5	NA	0.986409950359643	23
YAL042C-A		unresponsive	unresponsive	NA	NA	NA	0.0133445523893951	NA	NA	NA	NA	NA	0.478835978835979	NA	NA	NA	378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAL042W	ERV46	unresponsive	unresponsive	81	0.193	172	0.0191750975440688	0.1373	-0.0958754595647502	0.0464	3.9	0.3503	0.49599358974359	0.30952380952381	NA	7.669960469	1248	84	NA	-5.073	11	54.4	24	2	2	23	0.456272435897436	-0.0973809523809524	NA	6	-0.045	0.768434287573406	23
YAL043C	PTA1	unresponsive	unresponsive	27	0.207	99	0.0244388027638884	0.1924	0.0134416987292984	0.0845	NA	0.4061	0.460135708227311	0.385964912280702	0.411764705882353	2.614873854	2358	57	51	1.294	10	54.8	27	1	1	NA	0.242362171331637	-0.698070175438597	-0.0584313725490196	22	NA	0.973418865540944	23
YAL044C	GCV3	unresponsive	unresponsive	76	0.23	65	-0.00847794329953361	0.1412	0.121926609293027	0.0444	10.6	0.5173	0.483430799220273	0.245901639344262	0.428571428571429	11.103161486	513	61	7	-14.911	8	44.6	44	1	1	NA	0.529643469785575	0.0914754098360656	0.495714285714286	1	NA	1.29891575658024	23
YAL044W-A		unresponsive	unresponsive	51	0.271	0	0.020908865394489	NA	0.0402668269801718	0.0857	NA	0.5764	0.471471471471471	0.283185840707965	NA	9.7183500435	333	113	NA	-20.179	3	61	NA	NA	NA	NA	0.446864864864865	-0.341150442477876	NA	0	NA	1.0905231178287	20
YAL045C		unresponsive	unresponsive	NA	NA	NA	0.00101369657277577	NA	NA	NA	NA	NA	0.472491909385113	NA	NA	NA	309	NA	NA	NA	NA	NA	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAL046C	AIM1	unresponsive	unresponsive	38	0.231	44	0.0273789410532003	0.4068	-0.0387544036716984	0.1889	0.8	0.3836	0.481792717086835	0.275	0.361702127659574	6.4043466265	357	120	47	-22.694	3	59.4	NA	1	1	8	0.138518207282913	0.123083333333333	-0.0478723404255319	4	0.018	0.787074558725983	19
YAL047C	SPC72	unresponsive	unresponsive	0	0.246	132	0.0220834644162366	0.3296	0.0214956357814173	0.1801	0.2	0.4073	0.365436062065276	0.240740740740741	NA	2.6579261925	1869	54	NA	-13.534	10	55.9	13	1	1	NA	NA	NA	NA	6	NA	1.17857393528796	19
YAL047W-A		unresponsive	unresponsive	NA	NA	NA	-0.0179551500510912	NA	NA	NA	NA	NA	0.354545454545455	NA	NA	NA	330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAL048C	GEM1	unresponsive	unresponsive	74	0.234	63	0.0169801522725048	0.1163	-0.0753769073470532	0.0457	0.1	0.4978	0.399195575666164	0.379746835443038	NA	1.80958842	1989	79	NA	-18.252	13	53.1	12	4	3	80	NA	NA	NA	2	0.096	0.824434940385332	23
YAL049C	AIM2	unresponsive	unresponsive	34	0.241	714	0.0134029484460066	0.0325	0.0454560070363042	0.0956	2.4	0.4564	0.418353576248313	0.3	0.306122448979592	9.5742184635	741	100	49	-28.586	4	52.9	18	1	1	6	0.391964912280702	-0.12744	-0.441020408163265	1	0.003	1.22595567616752	22
YAL051W	OAF1	unresponsive	unresponsive	0	0.241	21	0.0112625112795936	0.3534	-0.0746224016040939	0.0643	0.6	0.5336	0.373091603053435	0.271523178807947	0.5	1.790302111	3144	151	8	6.676	14	50	15	1	1	6	NA	NA	NA	10	-0.079	0.742621148626592	11
YAL053W	FLC2	unresponsive	unresponsive	3	0.252	306	0.0311350651048071	0.2401	0.0298411017284669	0.0463	1.8	0.4768	0.418792517006803	0.264150943396226	0.302752293577982	2.9607240645	2352	53	109	9.976	19	53.5	34	1	1	16	0.492625425170068	0.0545283018867925	0.202385321100917	21	0.009	1.21751408647554	23
YAL054C	ACS1	unresponsive	unresponsive	13	0.326	530	0.0323382468946866	0.087	0.0961327666056537	0.0179	0.3	0.7221	0.453781512605042	NA	NA	7.157783664	2142	NA	NA	-18.319	16	46.8	44	3	3	15	NA	NA	NA	4	-0.052	1.27685310185989	23
YAL055W	PEX22	unresponsive	unresponsive	0	0.174	278	0.0294606840329937	0.2611	-0.01407639443855	0.2865	0.8	0.4558	0.423572744014733	0.246753246753247	0.25	2.393475092	543	154	20	-26.476	8	52.2	11	1	1	71	NA	NA	NA	2	0.124	0.907597023232317	20
YAL056C-A		unresponsive	unresponsive	NA	NA	NA	0.000879119364156861	NA	NA	NA	NA	NA	0.413105413105413	NA	NA	NA	351	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAL056W	GPB2	unresponsive	unresponsive	NA	0.227	93	0.018511755544231	0.2375	0.116866044412644	0.0545	0.8	0.5029	0.395005675368899	0.258064516129032	0.41304347826087	2.6811747505	2643	93	46	-4.521	13	53.7	8	1	1	41	NA	NA	NA	0	-0.088	1.21896605523086	17
YAL058W	CNE1	unresponsive	unresponsive	76	0.25	9	0.016577411657107	0.0956	-0.00546490790194992	0.2272	0.6	0.4934	0.434062292909211	0.4	0.4	5.173117064	1509	55	50	-14.002	10	56.5	10	1	1	42	0.199175612988734	-0.028	0.0706	1	-0.009	0.945329184777056	21
